,weight_2021,pitax_2021,total_gross_income_2021,weight_2022,pitax_2022,total_gross_income_2022,weight_2023,pitax_2023,total_gross_income_2023,weight_ref_2023,pitax_ref_2023,total_gross_income_ref_2023,weight_ref_2024,pitax_ref_2024,total_gross_income_ref_2024,weight_ref_2025,pitax_ref_2025,total_gross_income_ref_2025,weight_ref_2026,pitax_ref_2026,total_gross_income_ref_2026,weight_ref_2027,pitax_ref_2027,total_gross_income_ref_2027,ETR,ETR_ref
10,"7,786.0000",233.0000,"1,192.0000","7,786.0000",318.0000,"1,627.0000","7,786.0000",372.0000,"1,907.0000","7,786.0000",372.0000,"1,907.0000","7,786.0000",402.0000,"2,059.0000","7,786.0000",437.0000,"2,240.0000","7,786.0000",470.0000,"2,413.0000","7,786.0000",508.0000,"2,606.0000",0.1951,0.1951
11,"7,785.0000",272.0000,"1,384.0000","7,785.0000",371.0000,"1,890.0000","7,785.0000",435.0000,"2,215.0000","7,785.0000",435.0000,"2,215.0000","7,785.0000",469.0000,"2,392.0000","7,785.0000",510.0000,"2,603.0000","7,785.0000",550.0000,"2,803.0000","7,785.0000",594.0000,"3,027.0000",0.1964,0.1964
12,"7,785.0000",308.0000,"1,570.0000","7,785.0000",420.0000,"2,143.0000","7,785.0000",492.0000,"2,512.0000","7,785.0000",492.0000,"2,512.0000","7,785.0000",531.0000,"2,713.0000","7,785.0000",578.0000,"2,951.0000","7,785.0000",622.0000,"3,179.0000","7,785.0000",672.0000,"3,433.0000",0.1959,0.1959
13,"7,786.0000",348.0000,"1,782.0000","7,786.0000",475.0000,"2,432.0000","7,786.0000",556.0000,"2,850.0000","7,786.0000",556.0000,"2,850.0000","7,786.0000",600.0000,"3,078.0000","7,786.0000",652.0000,"3,349.0000","7,786.0000",703.0000,"3,607.0000","7,786.0000",759.0000,"3,896.0000",0.1951,0.1951
14,"7,785.0000",390.0000,"1,988.0000","7,785.0000",532.0000,"2,714.0000","7,785.0000",623.0000,"3,181.0000","7,785.0000",623.0000,"3,181.0000","7,785.0000",672.0000,"3,435.0000","7,785.0000",731.0000,"3,738.0000","7,785.0000",787.0000,"4,026.0000","7,785.0000",850.0000,"4,348.0000",0.1959,0.1959
15,"7,786.0000",430.0000,"2,197.0000","7,786.0000",587.0000,"2,999.0000","7,786.0000",688.0000,"3,515.0000","7,786.0000",688.0000,"3,515.0000","7,786.0000",743.0000,"3,796.0000","7,786.0000",808.0000,"4,130.0000","7,786.0000",870.0000,"4,448.0000","7,786.0000",940.0000,"4,804.0000",0.1957,0.1957
16,"7,785.0000",471.0000,"2,411.0000","7,785.0000",642.0000,"3,291.0000","7,785.0000",752.0000,"3,857.0000","7,785.0000",752.0000,"3,857.0000","7,785.0000",812.0000,"4,166.0000","7,785.0000",883.0000,"4,533.0000","7,785.0000",951.0000,"4,882.0000","7,785.0000","1,027.0000","5,272.0000",0.1950,0.1950
17,"7,786.0000",517.0000,"2,639.0000","7,786.0000",705.0000,"3,602.0000","7,786.0000",825.0000,"4,222.0000","7,786.0000",825.0000,"4,222.0000","7,786.0000",891.0000,"4,560.0000","7,786.0000",968.0000,"4,961.0000","7,786.0000","1,043.0000","5,343.0000","7,786.0000","1,126.0000","5,771.0000",0.1954,0.1954
18,"7,785.0000",560.0000,"2,861.0000","7,785.0000",764.0000,"3,905.0000","7,785.0000",895.0000,"4,577.0000","7,785.0000",895.0000,"4,577.0000","7,785.0000",966.0000,"4,943.0000","7,785.0000","1,049.0000","5,378.0000","7,785.0000","1,130.0000","5,793.0000","7,785.0000","1,221.0000","6,256.0000",0.1955,0.1955
19,"7,786.0000",603.0000,"3,089.0000","7,786.0000",823.0000,"4,216.0000","7,786.0000",964.0000,"4,942.0000","7,786.0000",964.0000,"4,942.0000","7,786.0000","1,040.0000","5,337.0000","7,786.0000","1,130.0000","5,807.0000","7,786.0000","1,217.0000","6,254.0000","7,786.0000","1,315.0000","6,754.0000",0.1951,0.1951
20,"7,785.0000",653.0000,"3,328.0000","7,785.0000",891.0000,"4,543.0000","7,785.0000","1,044.0000","5,324.0000","7,785.0000","1,044.0000","5,324.0000","7,785.0000","1,127.0000","5,750.0000","7,785.0000","1,225.0000","6,256.0000","7,785.0000","1,319.0000","6,737.0000","7,785.0000","1,425.0000","7,276.0000",0.1961,0.1961
21,"7,786.0000",694.0000,"3,565.0000","7,786.0000",946.0000,"4,866.0000","7,786.0000","1,109.0000","5,703.0000","7,786.0000","1,109.0000","5,703.0000","7,786.0000","1,197.0000","6,159.0000","7,786.0000","1,302.0000","6,701.0000","7,786.0000","1,403.0000","7,217.0000","7,786.0000","1,515.0000","7,795.0000",0.1945,0.1945
22,"7,785.0000",737.0000,"3,789.0000","7,785.0000","1,006.0000","5,171.0000","7,785.0000","1,178.0000","6,061.0000","7,785.0000","1,178.0000","6,061.0000","7,785.0000","1,271.0000","6,546.0000","7,785.0000","1,382.0000","7,122.0000","7,785.0000","1,489.0000","7,670.0000","7,785.0000","1,608.0000","8,284.0000",0.1944,0.1944
23,"7,786.0000",790.0000,"4,019.0000","7,786.0000","1,077.0000","5,486.0000","7,786.0000","1,262.0000","6,429.0000","7,786.0000","1,262.0000","6,429.0000","7,786.0000","1,362.0000","6,944.0000","7,786.0000","1,480.0000","7,555.0000","7,786.0000","1,595.0000","8,136.0000","7,786.0000","1,723.0000","8,787.0000",0.1963,0.1963
24,"7,785.0000",831.0000,"4,233.0000","7,785.0000","1,133.0000","5,777.0000","7,785.0000","1,328.0000","6,771.0000","7,785.0000","1,328.0000","6,771.0000","7,785.0000","1,433.0000","7,313.0000","7,785.0000","1,558.0000","7,956.0000","7,785.0000","1,678.0000","8,569.0000","7,785.0000","1,812.0000","9,255.0000",0.1961,0.1961
25,"7,785.0000",868.0000,"4,402.0000","7,785.0000","1,184.0000","6,009.0000","7,785.0000","1,388.0000","7,043.0000","7,785.0000","1,388.0000","7,043.0000","7,785.0000","1,498.0000","7,606.0000","7,785.0000","1,628.0000","8,275.0000","7,785.0000","1,754.0000","8,912.0000","7,785.0000","1,895.0000","9,625.0000",0.1971,0.1971
26,"7,786.0000",888.0000,"4,608.0000","7,786.0000","1,212.0000","6,290.0000","7,786.0000","1,420.0000","7,372.0000","7,786.0000","1,420.0000","7,372.0000","7,786.0000","1,534.0000","7,962.0000","7,786.0000","1,668.0000","8,662.0000","7,786.0000","1,796.0000","9,329.0000","7,786.0000","1,940.0000","10,076.0000",0.1926,0.1926
27,"7,785.0000",939.0000,"4,785.0000","7,785.0000","1,281.0000","6,531.0000","7,785.0000","1,501.0000","7,654.0000","7,785.0000","1,501.0000","7,654.0000","7,785.0000","1,621.0000","8,267.0000","7,785.0000","1,762.0000","8,994.0000","7,785.0000","1,898.0000","9,687.0000","7,785.0000","2,050.0000","10,462.0000",0.1961,0.1961
28,"7,786.0000",991.0000,"5,047.0000","7,786.0000","1,353.0000","6,889.0000","7,786.0000","1,585.0000","8,074.0000","7,786.0000","1,585.0000","8,074.0000","7,786.0000","1,711.0000","8,720.0000","7,786.0000","1,861.0000","9,487.0000","7,786.0000","2,005.0000","10,217.0000","7,786.0000","2,165.0000","11,035.0000",0.1963,0.1963
29,"7,785.0000","1,038.0000","5,311.0000","7,785.0000","1,417.0000","7,249.0000","7,785.0000","1,661.0000","8,496.0000","7,785.0000","1,661.0000","8,496.0000","7,785.0000","1,793.0000","9,176.0000","7,785.0000","1,951.0000","9,983.0000","7,785.0000","2,102.0000","10,752.0000","7,785.0000","2,270.0000","11,612.0000",0.1955,0.1955
30,"7,786.0000","1,093.0000","5,590.0000","7,786.0000","1,492.0000","7,631.0000","7,786.0000","1,748.0000","8,943.0000","7,786.0000","1,748.0000","8,943.0000","7,786.0000","1,888.0000","9,659.0000","7,786.0000","2,055.0000","10,509.0000","7,786.0000","2,213.0000","11,318.0000","7,786.0000","2,391.0000","12,223.0000",0.1955,0.1955
31,"7,785.0000","1,151.0000","5,872.0000","7,785.0000","1,572.0000","8,016.0000","7,785.0000","1,843.0000","9,394.0000","7,785.0000","1,843.0000","9,394.0000","7,785.0000","1,990.0000","10,146.0000","7,785.0000","2,164.0000","11,039.0000","7,785.0000","2,331.0000","11,889.0000","7,785.0000","2,518.0000","12,840.0000",0.1962,0.1962
32,"7,786.0000","1,185.0000","6,167.0000","7,786.0000","1,617.0000","8,418.0000","7,786.0000","1,895.0000","9,866.0000","7,786.0000","1,895.0000","9,866.0000","7,786.0000","2,045.0000","10,656.0000","7,786.0000","2,226.0000","11,593.0000","7,786.0000","2,398.0000","12,486.0000","7,786.0000","2,590.0000","13,485.0000",0.1921,0.1921
33,"7,785.0000","1,264.0000","6,449.0000","7,785.0000","1,724.0000","8,803.0000","7,785.0000","2,020.0000","10,318.0000","7,785.0000","2,020.0000","10,318.0000","7,785.0000","2,181.0000","11,143.0000","7,785.0000","2,371.0000","12,124.0000","7,785.0000","2,555.0000","13,057.0000","7,785.0000","2,760.0000","14,102.0000",0.1958,0.1958
34,"7,786.0000","1,323.0000","6,733.0000","7,786.0000","1,806.0000","9,190.0000","7,786.0000","2,117.0000","10,771.0000","7,786.0000","2,117.0000","10,771.0000","7,786.0000","2,286.0000","11,633.0000","7,786.0000","2,487.0000","12,656.0000","7,786.0000","2,679.0000","13,631.0000","7,786.0000","2,894.0000","14,721.0000",0.1965,0.1965
35,"7,785.0000","1,375.0000","7,003.0000","7,785.0000","1,876.0000","9,560.0000","7,785.0000","2,199.0000","11,204.0000","7,785.0000","2,199.0000","11,204.0000","7,785.0000","2,375.0000","12,100.0000","7,785.0000","2,583.0000","13,165.0000","7,785.0000","2,783.0000","14,179.0000","7,785.0000","3,007.0000","15,313.0000",0.1963,0.1963
36,"7,786.0000","1,428.0000","7,270.0000","7,786.0000","1,948.0000","9,924.0000","7,786.0000","2,283.0000","11,631.0000","7,786.0000","2,283.0000","11,631.0000","7,786.0000","2,465.0000","12,561.0000","7,786.0000","2,681.0000","13,667.0000","7,786.0000","2,888.0000","14,719.0000","7,786.0000","3,119.0000","15,896.0000",0.1963,0.1963
37,"7,785.0000","1,471.0000","7,518.0000","7,785.0000","2,008.0000","10,262.0000","7,785.0000","2,354.0000","12,027.0000","7,785.0000","2,354.0000","12,027.0000","7,785.0000","2,543.0000","12,989.0000","7,785.0000","2,767.0000","14,132.0000","7,785.0000","2,981.0000","15,220.0000","7,785.0000","3,220.0000","16,438.0000",0.1957,0.1957
38,"7,785.0000","1,526.0000","7,788.0000","7,785.0000","2,081.0000","10,631.0000","7,785.0000","2,440.0000","12,459.0000","7,785.0000","2,440.0000","12,459.0000","7,785.0000","2,636.0000","13,456.0000","7,785.0000","2,868.0000","14,640.0000","7,785.0000","3,090.0000","15,767.0000","7,785.0000","3,338.0000","17,029.0000",0.1958,0.1958
